event_id,stop_id,richtung,t0,n_trips,t0_date,peak_t0,terzil,dauer_min,station_name,stunde
138,8000262,West,2025-05-28 08:18:05.713617+00:00,3,2025-05-28,-36.66666666666667,niedrig,15.173009,Ostbahnhof,8
140,8000262,West,2025-05-31 14:16:13.025212+00:00,14,2025-05-31,0.0,mittel,0.47587888333333334,Ostbahnhof,14
143,8000262,West,2025-06-03 05:22:28.824315+00:00,7,2025-06-03,175.0,hoch,43.13927773333333,Ostbahnhof,5
144,8000262,West,2025-06-04 07:37:50.495764+00:00,5,2025-06-04,565.0,hoch,31.073531433333336,Ostbahnhof,7
145,8000262,West,2025-06-04 22:32:53.642331+00:00,3,2025-06-04,,,17.093029966666666,Ostbahnhof,22
147,8000262,West,2025-06-14 13:17:53.591924+00:00,4,2025-06-14,,,0.006839733333333334,Ostbahnhof,13
158,8000262,West,2025-06-19 13:22:21.351364+00:00,3,2025-06-19,64.28571428571428,mittel,14.150848366666667,Ostbahnhof,13
159,8000262,West,2025-06-19 17:47:57.191250+00:00,44,2025-06-19,-17.142857142857167,mittel,152.84323573333333,Ostbahnhof,17
161,8000262,West,2025-06-20 09:08:53.249791+00:00,43,2025-06-20,252.0,hoch,157.7263154833333,Ostbahnhof,9
164,8000262,West,2025-06-20 18:16:20.105724+00:00,22,2025-06-20,-96.66666666666666,niedrig,0.05275291666666667,Ostbahnhof,18
169,8000262,West,2025-06-22 14:10:11.939018+00:00,67,2025-06-22,-160.71428571428572,niedrig,91.44103168333332,Ostbahnhof,14
171,8000262,West,2025-06-24 10:17:05.100456+00:00,3,2025-06-24,-95.0,niedrig,9.473022416666668,Ostbahnhof,10
